Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,15732,2022-02-24,0.0010803803,0.059997746,0.0589533088,21,100
Market-Adjusted Model,15735,2022-02-24,-0.150292835,-0.09522595,-0.092419907,21,100
Market-Adjusted Model,15774,2022-02-24,0.0175100543,0.077459523,0.0753829829,21,100
Market-Adjusted Model,15775,2022-02-24,0.3157894737,0.3513543771,0.3736624022,21,100
Market-Adjusted Model,15776,2022-02-24,0.0081081081,0.0909673163,0.0659810366,21,100
Market-Adjusted Model,15778,2022-02-24,-0.07278481,-0.012467397,-0.014911882,21,100
Market-Adjusted Model,15779,2022-02-24,-0.155210643,-0.089507682,-0.097337714,21,100
Market-Adjusted Model,15782,2022-02-24,-0.049947146,0.01741686,0.0079257826,21,100
Market-Adjusted Model,15784,2022-02-24,-0.086743044,-0.005394612,-0.028870116,21,100
Market-Adjusted Model,15785,2022-02-24,-0.005741627,0.0536735637,0.0521313017,21,100
Market-Adjusted Model,15787,2022-02-24,0.065,0.1347269798,0.1228729285,21,100
Market-Adjusted Model,15789,2022-02-24,-0.071713147,0.0003069447,-0.013840219,21,100
Market-Adjusted Model,15791,2022-02-24,-0.135446686,-0.038033462,-0.077573757,21,100
Market-Adjusted Model,15795,2022-02-24,0.1485461441,0.2140577658,0.2064190726,21,100
Market-Adjusted Model,15796,2022-02-24,0.2154208358,0.4810929977,0.2732937643,21,100
Market-Adjusted Model,15802,2022-02-24,-0.038369305,0.0290385827,0.019503624,21,100
Market-Adjusted Model,15814,2022-02-24,-0.040120741,0.0181861788,0.0177521876,21,100
Market-Adjusted Model,15815,2022-02-24,-0.069633921,-0.012831916,-0.011760993,21,100
Market-Adjusted Model,15817,2022-02-24,-0.048981778,0.0094996556,0.0088911504,21,100
Market-Adjusted Model,15823,2022-02-24,-0.085168869,-0.029073755,-0.027295941,21,100
Market-Adjusted Model,15826,2022-02-24,0.0643269137,0.1827075309,0.1221998422,21,100
Market-Adjusted Model,15830,2022-02-24,0.0036309876,0.0616403732,0.0615039161,21,100
Market-Adjusted Model,15831,2022-02-24,0.0514003295,0.1290780941,0.109273258,21,100
Market-Adjusted Model,15833,2022-02-24,-0.210797491,-0.147274709,-0.152924563,21,100
Market-Adjusted Model,15837,2022-02-24,-0.157123835,-0.105122191,-0.099250906,21,100
Market-Adjusted Model,15838,2022-02-24,-0.051975684,0.007214476,0.0058972446,21,100
Market-Adjusted Model,15839,2022-02-24,-0.035395231,0.0230823182,0.0224776977,21,100
Market-Adjusted Model,15840,2022-02-24,0.0195891065,0.0789823824,0.0774620351,21,100
Market-Adjusted Model,15842,2022-02-24,-0.064202272,-0.007907415,-0.006329344,21,100
Market-Adjusted Model,15845,2022-02-24,-0.027036835,0.0358716026,0.0308360931,21,100
Market-Adjusted Model,15846,2022-02-24,-0.097643098,-0.038189092,-0.039770169,21,100
Market-Adjusted Model,15847,2022-02-24,0.3246650906,0.3587032066,0.3825380191,21,100
Market-Adjusted Model,15848,2022-02-24,0.0669856459,0.1524324415,0.1248585745,21,100
Market-Adjusted Model,15849,2022-02-24,-0.002261307,0.0544796443,0.055611622,21,100
Market-Adjusted Model,15850,2022-02-24,-0.155755204,-0.089532835,-0.097882275,21,100
Market-Adjusted Model,15853,2022-02-24,-0.013965573,0.0444416185,0.0439073553,21,100
Market-Adjusted Model,15854,2022-02-24,-0.235436893,-0.175871622,-0.177563965,21,100
Market-Adjusted Model,15855,2022-02-24,-0.038766305,0.0191709535,0.0191066235,21,100
Market-Adjusted Model,15856,2022-02-24,0.8678678679,0.7580893447,0.9257407964,21,100
Market-Adjusted Model,15857,2022-02-24,-0.109756098,-0.020036332,-0.051883169,21,100
Market-Adjusted Model,15859,2022-02-24,-0.013831884,0.0447340841,0.0440410448,21,100
Market-Adjusted Model,15860,2022-02-24,0.2372881356,0.2761688383,0.2951610641,21,100
Market-Adjusted Model,15862,2022-02-24,0.5373913043,0.5384612369,0.5952642329,21,100
Market-Adjusted Model,15863,2022-02-24,-0.161676647,-0.097058568,-0.103803718,21,100
Market-Adjusted Model,15884,2022-02-24,-0.111330049,-0.050169835,-0.053457121,21,100
Market-Adjusted Model,15887,2022-02-24,-0.037645052,0.019971802,0.0202278766,21,100
Market-Adjusted Model,15888,2022-02-24,0.1628664495,0.2100932031,0.220739378,21,100
Market-Adjusted Model,15889,2022-02-24,-0.02665664,0.0314150792,0.0312162885,21,100
Market-Adjusted Model,15890,2022-02-24,-0.043036053,0.0155021637,0.0148368758,21,100
Market-Adjusted Model,15891,2022-02-24,-0.018046922,0.0402355981,0.0398260065,21,100
Market-Adjusted Model,15892,2022-02-24,-0.062483119,-0.005077574,-0.00461019,21,100
Market-Adjusted Model,15896,2022-02-24,-0.202166065,-0.153617358,-0.144293136,21,100
Market-Adjusted Model,15902,2022-02-24,-0.285714286,-0.227538962,-0.227841357,21,100
Market-Adjusted Model,15903,2022-02-24,-0.028746073,0.0288324386,0.029126856,21,100
Market-Adjusted Model,15904,2022-02-24,-0.135175879,-0.070609115,-0.077302951,21,100
Market-Adjusted Model,15906,2022-02-24,-0.027993585,0.0305516972,0.0298793432,21,100
Market-Adjusted Model,15909,2022-02-24,-0.197610439,-0.139476847,-0.13973751,21,100
Market-Adjusted Model,15912,2022-02-24,-0.113300493,-0.057604785,-0.055427564,21,100
Market-Adjusted Model,15913,2022-02-24,0.0153374233,0.1479524964,0.0732103518,21,100
Market-Adjusted Model,15914,2022-02-24,0.170212766,0.2491120137,0.2280856945,21,100
Market-Adjusted Model,15917,2022-02-24,-0.015374961,0.041364834,0.0424979677,21,100
Market-Adjusted Model,15919,2022-02-24,-0.11477611,-0.054134382,-0.056903182,21,100
Market-Adjusted Model,15920,2022-02-24,-0.23048048,-0.19594548,-0.172607552,21,100
Market-Adjusted Model,15921,2022-02-24,-0.001682086,0.0551043145,0.0561908427,21,100
Market-Adjusted Model,15922,2022-02-24,0.0993370459,0.1543577434,0.1572099744,21,100
Market-Adjusted Model,15927,2022-02-24,0.0679420793,0.1244150095,0.1258150078,21,100
Market-Adjusted Model,15930,2022-02-24,-0.016652332,0.0410784048,0.0412205962,21,100
Market-Adjusted Model,15936,2022-02-24,-0.128746626,-0.052761773,-0.070873698,21,100
Market-Adjusted Model,15937,2022-02-24,-0.069380734,0.0057704452,-0.011507805,21,100
Market-Adjusted Model,15943,2022-02-24,-0.204724409,-0.14785036,-0.146851481,21,100
Market-Adjusted Model,15945,2022-02-24,-0.034481619,0.025653463,0.0233913099,21,100
Market-Adjusted Model,15946,2022-02-24,-0.030185073,0.0307770471,0.0276878554,21,100
Market-Adjusted Model,15948,2022-02-24,-0.008309098,0.0498493855,0.0495638301,21,100
Market-Adjusted Model,15950,2022-02-24,-0.421965318,-0.408602217,-0.364092389,21,100
Market-Adjusted Model,15956,2022-02-24,-0.061349693,0.0179943768,-0.003476765,21,100
Market-Adjusted Model,15960,2022-02-24,-0.205,-0.153548427,-0.147127071,21,100
Market-Adjusted Model,15961,2022-02-24,-0.238636364,-0.200915009,-0.180763435,21,100
Market-Adjusted Model,15965,2022-02-24,-0.014240875,0.0450430704,0.0436320535,21,100
Market-Adjusted Model,15969,2022-02-24,-0.318081181,-0.29455138,-0.260208252,21,100
Market-Adjusted Model,15971,2022-02-24,-0.129198966,-0.07356769,-0.071326038,21,100
Market-Adjusted Model,15972,2022-02-24,-0.046630237,0.0107958745,0.0112426917,21,100
Market-Adjusted Model,15973,2022-02-24,-0.033003663,0.0254784029,0.0248692655,21,100
Market-Adjusted Model,15976,2022-02-24,0.1462295082,0.2106029424,0.2041024367,21,100
Market-Adjusted Model,15977,2022-02-24,-0.06010929,-0.003204526,-0.002236361,21,100
Market-Adjusted Model,15978,2022-02-24,-0.100686499,-0.030330683,-0.04281357,21,100
Market-Adjusted Model,15979,2022-02-24,-0.078005115,-0.022232963,-0.020132187,21,100
Market-Adjusted Model,15980,2022-02-24,-0.183589138,-0.123953039,-0.12571621,21,100
Market-Adjusted Model,15981,2022-02-24,-0.109369017,-0.054329666,-0.051496088,21,100
Market-Adjusted Model,15984,2022-02-24,-0.088375684,-0.028482171,-0.030502755,21,100
Market-Adjusted Model,15985,2022-02-24,-0.117507856,-0.062620028,-0.059634927,21,100
Market-Adjusted Model,15986,2022-02-24,-0.074320515,-0.018486399,-0.016447586,21,100
Market-Adjusted Model,15987,2022-02-24,0.1292528129,0.1819911778,0.1871257414,21,100
Market-Adjusted Model,15988,2022-02-24,0.0019721775,0.0620152927,0.059845106,21,100
Market-Adjusted Model,15989,2022-02-24,0.0250524883,0.0830087778,0.0829254168,21,100
Market-Adjusted Model,15992,2022-02-24,-0.025737325,0.0320648044,0.0321356036,21,100
Market-Adjusted Model,15993,2022-02-24,-0.033466848,0.0255557197,0.0244060804,21,100
Market-Adjusted Model,15994,2022-02-24,-0.06430799,-0.006560041,-0.006435062,21,100
Market-Adjusted Model,15995,2022-02-24,-0.524725275,-0.56877542,-0.466852346,21,100
Market-Adjusted Model,15996,2022-02-24,0.0007550019,0.0588509297,0.0586279304,21,100
Market-Adjusted Model,15997,2022-02-24,-0.010861133,0.0472982431,0.0470117959,21,100
Market-Adjusted Model,15998,2022-02-24,-0.130035197,-0.078137843,-0.072162269,21,100
Market-Adjusted Model,15999,2022-02-24,-0.149698341,-0.100409752,-0.091825412,21,100
Market-Adjusted Model,16000,2022-02-24,-0.129586261,-0.077429376,-0.071713332,21,100
Market-Adjusted Model,16005,2022-02-24,-0.467336683,-0.54540682,-0.409463755,21,100
Market-Adjusted Model,16006,2022-02-24,-0.060039547,-0.002406707,-0.002166618,21,100
Market-Adjusted Model,16007,2022-02-24,-0.092307692,-0.002544164,-0.034434764,21,100
Market-Adjusted Model,16008,2022-02-24,0.0144615892,0.0731513879,0.0723345177,21,100
Market-Adjusted Model,16009,2022-02-24,-0.169979716,-0.118801569,-0.112106788,21,100
Market-Adjusted Model,16012,2022-02-24,-0.047619048,0.0295315462,0.0102538809,21,100
Market-Adjusted Model,16015,2022-02-24,-0.034743028,0.0226577616,0.0231299002,21,100
Market-Adjusted Model,16017,2022-02-24,-0.096655371,-0.04079421,-0.038782442,21,100
Market-Adjusted Model,16018,2022-02-24,-0.113701431,-0.053141118,-0.055828503,21,100
Market-Adjusted Model,16019,2022-02-24,-0.114199396,-0.04960881,-0.056326467,21,100
Market-Adjusted Model,16020,2022-02-24,0.033837293,0.1031707184,0.0917102215,21,100
Market-Adjusted Model,16021,2022-02-24,0.1219839142,0.1804079195,0.1798568427,21,100
Market-Adjusted Model,16034,2022-02-24,-0.239361702,-0.209557491,-0.181488774,21,100
Market-Adjusted Model,16042,2022-02-24,-0.033315981,0.0263629495,0.0245569473,21,100
Market-Adjusted Model,16043,2022-02-24,-0.10625,-0.020939909,-0.048377071,21,100
Market-Adjusted Model,16044,2022-02-24,-0.050977976,0.0184284131,0.0068949522,21,100
Market-Adjusted Model,16048,2022-02-24,-0.213097713,-0.166147861,-0.155224785,21,100
Market-Adjusted Model,16049,2022-02-24,-0.22715736,-0.176540186,-0.169284432,21,100
Market-Adjusted Model,16052,2022-02-24,0.0198412698,0.0949840151,0.0777141984,21,100
Market-Adjusted Model,16055,2022-02-24,-0.125844482,-0.074802973,-0.067971554,21,100
Market-Adjusted Model,16057,2022-02-24,0.0890120639,0.1454673129,0.1468849924,21,100
Market-Adjusted Model,16059,2022-02-24,-0.005696143,0.0528315727,0.0521767851,21,100
Market-Adjusted Model,16060,2022-02-24,-0.091442282,-0.034240576,-0.033569354,21,100
Market-Adjusted Model,16062,2022-02-24,0.1112877583,0.1776946396,0.1691606869,21,100
Market-Adjusted Model,16063,2022-02-24,-0.030594049,0.0304340482,0.0272788798,21,100
Market-Adjusted Model,16064,2022-02-24,-0.293190349,-0.228199581,-0.23531742,21,100
Market-Adjusted Model,16066,2022-02-24,-0.325842697,-0.311460993,-0.267969768,21,100
Market-Adjusted Model,16068,2022-02-24,0.2914728682,0.3511463522,0.3493457967,21,100
Market-Adjusted Model,16069,2022-02-24,-0.171745152,-0.112617369,-0.113872224,21,100
Market-Adjusted Model,16070,2022-02-24,-0.185897436,-0.131400285,-0.128024507,21,100
Market-Adjusted Model,16071,2022-02-24,-0.143035643,-0.090829266,-0.085162715,21,100
Market-Adjusted Model,16075,2022-02-24,0.2008175779,0.2450909779,0.2586905064,21,100
Market-Adjusted Model,16076,2022-02-24,0.0055855162,0.0773882429,0.0634584447,21,100
Market-Adjusted Model,16077,2022-02-24,0.0810810811,0.147173413,0.1389540096,21,100
Market-Adjusted Model,16080,2022-02-24,-0.016169595,0.0423638097,0.0417033337,21,100
Market-Adjusted Model,16082,2022-02-24,-0.055066441,0.0148526956,0.0028064879,21,100
Market-Adjusted Model,16083,2022-02-24,-0.123094959,-0.066414779,-0.06522203,21,100
Market-Adjusted Model,16084,2022-02-24,-0.067769043,0.0045557493,-0.009896115,21,100
Market-Adjusted Model,16087,2022-02-24,-0.137693764,-0.085871695,-0.079820835,21,100
Market-Adjusted Model,16090,2022-02-24,-0.258241758,-0.223736874,-0.20036883,21,100
Market-Adjusted Model,16092,2022-02-24,-0.098044295,-0.042667862,-0.040171366,21,100
Market-Adjusted Model,16093,2022-02-24,-0.121969508,-0.070218644,-0.064096579,21,100
Market-Adjusted Model,16094,2022-02-24,-0.02745157,0.0290791918,0.0304213585,21,100
Market-Adjusted Model,16097,2022-02-24,0.0350034317,0.0936716826,0.0928763602,21,100
Market-Adjusted Model,16098,2022-02-24,-0.027005437,0.0295778299,0.0308674918,21,100
Market-Adjusted Model,16099,2022-02-24,-0.131578947,-0.076791874,-0.073706019,21,100
Market-Adjusted Model,16100,2022-02-24,0.0730710867,0.1551298339,0.1309440152,21,100
Market-Adjusted Model,16104,2022-02-24,0.3432835821,0.3763510539,0.4011565106,21,100
Market-Adjusted Model,16107,2022-02-24,-0.077925926,-0.022008379,-0.020052997,21,100
Market-Adjusted Model,16108,2022-02-24,-0.222222222,-0.173334456,-0.164349294,21,100
Market-Adjusted Model,16111,2022-02-24,-0.260606061,-0.206628008,-0.202733132,21,100
Market-Adjusted Model,16112,2022-02-24,-0.214495413,-0.168595268,-0.156622484,21,100
Market-Adjusted Model,16113,2022-02-24,-0.035937007,0.022183654,0.0219359215,21,100
Market-Adjusted Model,16114,2022-02-24,-0.021372553,0.0363896582,0.036500375,21,100
Market-Adjusted Model,16115,2022-02-24,-0.018854299,0.0378411611,0.0390186299,21,100
Market-Adjusted Model,16119,2022-02-24,-0.066544118,0.006239318,-0.008671189,21,100
Market-Adjusted Model,16120,2022-02-24,0.5333333333,0.6309600323,0.5912062619,21,100
Market-Adjusted Model,16122,2022-02-24,-0.063434853,-0.007550716,-0.005561925,21,100
Market-Adjusted Model,16123,2022-02-24,-0.029657779,0.0284712883,0.0282151494,21,100
Market-Adjusted Model,16126,2022-02-24,0.0197775031,0.079054495,0.0776504316,21,100
Market-Adjusted Model,16128,2022-02-24,0.0549898167,0.1127698809,0.1128627452,21,100
Market-Adjusted Model,16130,2022-02-24,-0.045675778,0.0114798517,0.0121971503,21,100
Market-Adjusted Model,16131,2022-02-24,-0.114236702,-0.06243597,-0.056363774,21,100
Market-Adjusted Model,16132,2022-02-24,-0.06136085,-0.005110063,-0.003487922,21,100
Market-Adjusted Model,16135,2022-02-24,-0.055139709,0.0013540595,0.0027332191,21,100
Market-Adjusted Model,16136,2022-02-24,-0.036002483,0.0221461916,0.0218704456,21,100
Market-Adjusted Model,16139,2022-02-24,-0.132300228,-0.074237968,-0.0744273,21,100
Market-Adjusted Model,16140,2022-02-24,-0.290306328,-0.26325894,-0.2324334,21,100
Market-Adjusted Model,16143,2022-02-24,0.0311720698,0.0966455877,0.0890449983,21,100
Market-Adjusted Model,16145,2022-02-24,0.3212435233,0.3682042772,0.3791164518,21,100
Market-Adjusted Model,16146,2022-02-24,-0.19338843,-0.136821397,-0.135515501,21,100
Market-Adjusted Model,16156,2022-02-24,0.2233502538,0.2637404619,0.2812231823,21,100
Market-Adjusted Model,16158,2022-02-24,0.0015003751,0.0582350957,0.0593733036,21,100
Market-Adjusted Model,16161,2022-02-24,-0.025704225,0.0662329682,0.0321687032,21,100
Market-Adjusted Model,16164,2022-02-24,-0.242666667,-0.206601285,-0.184793738,21,100
Market-Adjusted Model,16166,2022-02-24,-0.059684681,-0.002517351,-0.001811752,21,100
Market-Adjusted Model,16167,2022-02-24,-0.078210907,-0.021992308,-0.020337978,21,100
Market-Adjusted Model,16171,2022-02-24,0.0646924106,0.1265851821,0.1225653392,21,100
Market-Adjusted Model,16172,2022-02-24,-0.061548026,-0.004019345,-0.003675098,21,100
Market-Adjusted Model,16173,2022-02-24,-0.0875,0.0198977158,-0.029627071,21,100
Market-Adjusted Model,16178,2022-02-24,-0.161323529,-0.099795669,-0.103450601,21,100
Market-Adjusted Model,16179,2022-02-24,0.1478577429,0.2238504553,0.2057306714,21,100
Market-Adjusted Model,16181,2022-02-24,-0.204545455,-0.121344799,-0.146672526,21,100
Market-Adjusted Model,16182,2022-02-24,-0.281439981,-0.229056646,-0.223567052,21,100
Market-Adjusted Model,16183,2022-02-24,-0.095472882,-0.037891275,-0.037599954,21,100
Market-Adjusted Model,16186,2022-02-24,0.1320754717,0.2213275582,0.1899484002,21,100
Market-Adjusted Model,16188,2022-02-24,0.3367158672,0.410107923,0.3945887957,21,100
Market-Adjusted Model,16247,2022-02-24,-0.122470714,-0.051309815,-0.064597785,21,100
Market-Adjusted Model,16250,2022-02-24,-0.251152074,-0.193194382,-0.193279145,21,100
Market-Adjusted Model,16251,2022-02-24,-0.048844468,0.0137235399,0.0090284604,21,100
Market-Adjusted Model,16252,2022-02-24,0.0340909091,0.0948966086,0.0919638376,21,100
Market-Adjusted Model,16253,2022-02-24,-0.055751169,0.0042592125,0.0021217595,21,100
Market-Adjusted Model,16255,2022-02-24,-0.149077246,-0.088874337,-0.091204318,21,100
Market-Adjusted Model,16258,2022-02-24,-0.111796506,-0.058166926,-0.053923578,21,100
Market-Adjusted Model,16260,2022-02-24,-0.158519276,-0.08426729,-0.100646347,21,100
Market-Adjusted Model,16261,2022-02-24,0.2736318408,0.3132964616,0.3315047693,21,100
Market-Adjusted Model,16263,2022-02-24,-0.06017192,0.0113496933,-0.002298991,21,100
Market-Adjusted Model,16271,2022-02-24,-0.063205153,-0.007122858,-0.005332224,21,100
Market-Adjusted Model,16274,2022-02-24,-0.025361796,0.0323837865,0.0325111326,21,100
Market-Adjusted Model,16276,2022-02-24,0.0892924969,0.1719395863,0.1471654255,21,100
Market-Adjusted Model,16277,2022-02-24,-0.145405405,-0.08659788,-0.087532477,21,100
Market-Adjusted Model,16281,2022-02-24,-0.187763713,-0.129810559,-0.129890785,21,100
Market-Adjusted Model,16283,2022-02-24,-0.07261622,-0.010628675,-0.014743291,21,100
Market-Adjusted Model,16284,2022-02-24,0.0370783384,0.0981175471,0.094951267,21,100
Market-Adjusted Model,16285,2022-02-24,-0.000925497,0.0574016078,0.0569474311,21,100
Market-Adjusted Model,16287,2022-02-24,-0.319622642,-0.203671439,-0.261749713,21,100
Market-Adjusted Model,16288,2022-02-24,-0.062063614,-0.005639833,-0.004190685,21,100
Market-Adjusted Model,16289,2022-02-24,-0.111312765,-0.050063675,-0.053439836,21,100
Market-Adjusted Model,16290,2022-02-24,-0.1746899,-0.119411115,-0.116816971,21,100
Market-Adjusted Model,16291,2022-02-24,-0.156602687,-0.105339263,-0.098729759,21,100
Market-Adjusted Model,16292,2022-02-24,-0.029588015,0.0284020321,0.0282849135,21,100
Market-Adjusted Model,16293,2022-02-24,-0.021928244,0.0359673512,0.0359446845,21,100
Market-Adjusted Model,16294,2022-02-24,-0.078683232,-0.016069916,-0.020810303,21,100
Market-Adjusted Model,16295,2022-02-24,0.1599289205,0.208586262,0.217801849,21,100
Market-Adjusted Model,16296,2022-02-24,-0.112496536,-0.055041548,-0.054623608,21,100
Market-Adjusted Model,16297,2022-02-24,-0.051656805,0.0083189879,0.0062161238,21,100
Market-Adjusted Model,16302,2022-02-24,-0.033050359,0.023655842,0.0248225696,21,100
Market-Adjusted Model,16303,2022-02-24,-0.1,-0.031616746,-0.042127071,21,100
Market-Adjusted Model,16304,2022-02-24,-0.124079529,-0.061652665,-0.0662066,21,100
Market-Adjusted Model,16305,2022-02-24,-0.018226823,0.040779269,0.0396461058,21,100
Market-Adjusted Model,16307,2022-02-24,-0.093460648,-0.036171589,-0.03558772,21,100
Market-Adjusted Model,16308,2022-02-24,-0.305251641,-0.214622752,-0.247378713,21,100
Market-Adjusted Model,16309,2022-02-24,-0.175970715,-0.107360911,-0.118097787,21,100
Market-Adjusted Model,16310,2022-02-24,-0.015322997,0.0872987325,0.0425499311,21,100
Market-Adjusted Model,16311,2022-02-24,-0.005056609,0.0516333219,0.0528163194,21,100
